Country.Region,Province.State,date,confirmed,recovered,deaths,hospitalized_symptoms,isolated_at_home,tested,close_observation,suspected,hospitalized_intensive,active,recoveries
Peru,total,2020-03-15,43,0,0,NA,NA,NA,NA,NA,NA,43,NA
Philippines,total,2020-03-15,140,2,11,NA,NA,NA,NA,NA,NA,127,NA
Poland,total,2020-03-15,119,0,3,NA,NA,NA,NA,NA,NA,116,NA
Portugal,total,2020-03-15,245,2,0,NA,NA,NA,NA,NA,NA,243,NA
Qatar,total,2020-03-15,401,4,0,NA,NA,NA,NA,NA,NA,397,NA
Romania,total,2020-03-15,131,9,0,NA,NA,NA,NA,NA,NA,122,NA
Russia,total,2020-03-15,63,8,0,NA,NA,NA,NA,NA,NA,55,NA
Rwanda,total,2020-03-15,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Saint Kitts and Nevis,total,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Saint Lucia,total,2020-03-15,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Saint Vincent and the Grenadines,total,2020-03-15,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
San Marino,total,2020-03-15,101,4,5,NA,NA,NA,NA,NA,NA,92,NA
Saudi Arabia,total,2020-03-15,103,1,0,NA,NA,NA,NA,NA,NA,102,NA
Senegal,total,2020-03-15,24,1,0,NA,NA,NA,NA,NA,NA,23,NA
Serbia,total,2020-03-15,48,0,0,NA,NA,NA,NA,NA,NA,48,NA
Seychelles,total,2020-03-15,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Singapore,total,2020-03-15,226,105,0,NA,NA,NA,NA,NA,NA,121,NA
Slovakia,total,2020-03-15,54,0,0,NA,NA,NA,NA,NA,NA,54,NA
Slovenia,total,2020-03-15,219,0,1,NA,NA,NA,NA,NA,NA,218,NA
Somalia,total,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
South Africa,total,2020-03-15,51,0,0,NA,NA,NA,NA,NA,NA,51,NA
Spain,total,2020-03-15,7798,517,289,NA,NA,NA,NA,NA,NA,6992,NA
Sri Lanka,total,2020-03-15,18,1,0,NA,NA,NA,NA,NA,NA,17,NA
Sudan,total,2020-03-15,1,0,1,NA,NA,NA,NA,NA,NA,0,NA
Suriname,total,2020-03-15,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Sweden,total,2020-03-15,1022,1,3,NA,NA,NA,NA,NA,NA,1018,NA
Switzerland,total,2020-03-15,2200,4,14,NA,NA,NA,NA,NA,NA,2182,NA
Syria,total,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Taiwan*,total,2020-03-15,59,20,1,NA,NA,NA,NA,NA,NA,38,NA
Tanzania,total,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Thailand,total,2020-03-15,114,35,1,NA,NA,NA,NA,NA,NA,78,NA
Timor-Leste,total,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Togo,total,2020-03-15,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Trinidad and Tobago,total,2020-03-15,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Tunisia,total,2020-03-15,18,0,0,NA,NA,NA,NA,NA,NA,18,NA
Turkey,total,2020-03-15,6,0,0,NA,NA,NA,NA,NA,NA,6,NA
Uganda,total,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Ukraine,total,2020-03-15,3,0,1,NA,NA,NA,NA,NA,NA,2,NA
United Arab Emirates,total,2020-03-15,98,23,0,NA,NA,NA,NA,NA,NA,75,NA
United Kingdom,total,2020-03-15,1140,18,21,NA,NA,NA,NA,NA,NA,1101,NA
United Kingdom,Anguilla,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Bermuda,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,British Virgin Islands,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Cayman Islands,2020-03-15,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
United Kingdom,Channel Islands,2020-03-15,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
United Kingdom,Gibraltar,2020-03-15,1,1,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Isle of Man,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Montserrat,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Turks and Caicos Islands,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Uruguay,total,2020-03-15,4,0,0,NA,NA,NA,NA,NA,NA,4,NA
US,total,2020-03-15,3499,12,63,NA,NA,NA,NA,NA,NA,3424,NA
Uzbekistan,total,2020-03-15,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Venezuela,total,2020-03-15,10,0,0,NA,NA,NA,NA,NA,NA,10,NA
Vietnam,total,2020-03-15,56,16,0,NA,NA,NA,NA,NA,NA,40,NA
West Bank and Gaza,total,2020-03-15,38,0,0,NA,NA,NA,NA,NA,NA,38,NA
Zambia,total,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Zimbabwe,total,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Italy,Abruzzo,2020-03-15,137,6,3,72,28,1419,NA,NA,28,128,NA
Italy,Basilicata,2020-03-15,11,0,0,0,9,208,NA,NA,2,11,NA
Italy,P.A. Bolzano,2020-03-15,204,0,5,50,145,1497,NA,NA,4,199,NA
Italy,Calabria,2020-03-15,68,2,1,32,28,884,NA,NA,6,65,NA
Italy,Campania,2020-03-15,333,28,9,73,201,2213,NA,NA,22,296,NA
Italy,Emilia Romagna,2020-03-15,3093,68,284,1215,1357,12054,NA,NA,169,2741,NA
Italy,Friuli Venezia Giulia,2020-03-15,347,17,14,98,206,3407,NA,NA,12,316,NA
Italy,Lazio,2020-03-15,436,24,16,223,142,8345,NA,NA,31,396,NA
Italy,Liguria,2020-03-15,559,52,33,253,174,1973,NA,NA,66,474,NA
Italy,Lombardia,2020-03-15,13272,2011,1218,5500,3776,40369,NA,NA,767,10043,NA
Italy,Marche,2020-03-15,1133,0,46,521,468,2946,NA,NA,98,1087,NA
Italy,Molise,2020-03-15,17,0,0,3,10,248,NA,NA,4,17,NA
Italy,Piemonte,2020-03-15,1111,0,81,726,133,4375,NA,NA,171,1030,NA
Italy,Puglia,2020-03-15,230,3,16,116,90,2017,NA,NA,6,211,NA
Italy,Sardegna,2020-03-15,77,0,2,16,59,613,NA,NA,0,75,NA
Italy,Sicilia,2020-03-15,188,7,2,56,108,2452,NA,NA,15,179,NA
Italy,Toscana,2020-03-15,781,10,8,175,481,5132,NA,NA,107,763,NA
Italy,P.A. Trento,2020-03-15,378,5,6,73,275,1006,NA,NA,19,367,NA
Italy,Umbria,2020-03-15,143,3,1,25,101,965,NA,NA,13,139,NA
Italy,Valle d'Aosta,2020-03-15,57,0,1,10,43,230,NA,NA,3,56,NA
Italy,Veneto,2020-03-15,2172,120,63,426,1434,32546,NA,NA,129,1989,NA
Australia,total,2020-03-15,297,23,3,NA,NA,NA,NA,NA,NA,271,NA
Canada,total,2020-03-15,252,0,1,NA,NA,NA,NA,NA,NA,251,NA
China,total,2020-03-15,81003,67017,3203,NA,NA,NA,9582,NA,3610,10783,NA
Denmark,total,2020-03-15,864,1,2,NA,NA,NA,NA,NA,NA,861,NA
France,total,2020-03-15,4499,12,91,NA,NA,NA,NA,NA,NA,4396,NA
Italy,total,2020-03-15,24747,2335,1809,9663,9268,124899,NA,NA,1672,20603,NA
Netherlands,total,2020-03-15,1135,2,20,NA,NA,NA,NA,NA,NA,1113,NA
United Kingdom,total,2020-03-15,1140,18,21,NA,NA,NA,NA,NA,NA,1101,NA
Switzerland,AG,2020-03-15,32,0,0,NA,NA,NA,NA,NA,NA,32,NA
Switzerland,AI,2020-03-15,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Switzerland,AR,2020-03-15,5,0,0,NA,NA,NA,NA,NA,NA,5,NA
Switzerland,BE,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,BL,2020-03-15,54,0,2,NA,NA,NA,NA,NA,NA,52,NA
Switzerland,BS,2020-03-15,100,0,1,NA,NA,NA,NA,NA,NA,99,NA
Switzerland,FR,2020-03-15,40,0,0,NA,NA,NA,NA,NA,NA,40,NA
Switzerland,GE,2020-03-15,372,0,4,34,NA,NA,NA,NA,12,368,NA
Switzerland,GL,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,GR,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,JU,2020-03-15,16,0,0,NA,NA,NA,NA,NA,NA,16,NA
Switzerland,LU,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,NE,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,NW,2020-03-15,4,0,0,NA,NA,NA,NA,NA,NA,4,NA
Switzerland,OW,2020-03-15,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Switzerland,SG,2020-03-15,15,0,0,NA,NA,NA,NA,NA,NA,15,NA
Switzerland,SH,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,SO,2020-03-15,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Switzerland,SZ,2020-03-15,13,0,0,NA,NA,NA,NA,NA,NA,13,NA
Switzerland,TG,2020-03-15,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,TI,2020-03-15,291,0,6,NA,NA,NA,NA,NA,NA,285,NA
Switzerland,UR,2020-03-15,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Switzerland,VD,2020-03-15,406,0,4,43,NA,NA,NA,NA,19,402,5
Switzerland,VS,2020-03-15,98,0,1,21,NA,NA,NA,NA,1,97,NA
Switzerland,ZG,2020-03-15,13,0,0,NA,NA,NA,NA,NA,NA,13,NA
Switzerland,ZH,2020-03-15,140,0,0,NA,NA,NA,NA,NA,NA,140,NA
Switzerland,CH,2020-03-15,1605,0,18,152,NA,NA,NA,NA,45,1587,15
Afghanistan,total,2020-03-16,21,1,0,NA,NA,NA,NA,NA,NA,20,NA
Albania,total,2020-03-16,51,0,1,NA,NA,NA,NA,NA,NA,50,NA
Algeria,total,2020-03-16,54,12,4,NA,NA,NA,NA,NA,NA,38,NA
Andorra,total,2020-03-16,2,1,0,NA,NA,NA,NA,NA,NA,1,NA
Angola,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Antigua and Barbuda,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Argentina,total,2020-03-16,56,1,2,NA,NA,NA,NA,NA,NA,53,NA
Armenia,total,2020-03-16,52,0,0,NA,NA,NA,NA,NA,NA,52,NA
Australia,Australian Capital Territory,2020-03-16,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Australia,New South Wales,2020-03-16,171,4,2,NA,NA,NA,NA,NA,NA,165,NA
Australia,Northern Territory,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Australia,Queensland,2020-03-16,68,8,0,NA,NA,NA,NA,NA,NA,60,NA
Australia,South Australia,2020-03-16,29,3,0,NA,NA,NA,NA,NA,NA,26,NA
Australia,Tasmania,2020-03-16,7,0,0,NA,NA,NA,NA,NA,NA,7,NA
Australia,Victoria,2020-03-16,71,8,0,NA,NA,NA,NA,NA,NA,63,NA
Australia,Western Australia,2020-03-16,28,0,1,NA,NA,NA,NA,NA,NA,27,NA
Austria,total,2020-03-16,1018,6,3,NA,NA,NA,NA,NA,NA,1009,NA
Azerbaijan,total,2020-03-16,28,6,1,NA,NA,NA,NA,NA,NA,21,NA
Bahamas,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Bahrain,total,2020-03-16,214,77,1,NA,NA,NA,NA,NA,NA,136,NA
Bangladesh,total,2020-03-16,8,2,0,NA,NA,NA,NA,NA,NA,6,NA
Barbados,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Belarus,total,2020-03-16,36,3,0,NA,NA,NA,NA,NA,NA,33,NA
Belgium,total,2020-03-16,1058,1,5,NA,NA,NA,NA,NA,NA,1052,NA
Belize,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Benin,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Bhutan,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Bolivia,total,2020-03-16,11,0,0,NA,NA,NA,NA,NA,NA,11,NA
Bosnia and Herzegovina,total,2020-03-16,25,0,0,NA,NA,NA,NA,NA,NA,25,NA
Brazil,total,2020-03-16,200,1,0,NA,NA,NA,NA,NA,NA,199,NA
Brunei,total,2020-03-16,54,0,0,NA,NA,NA,NA,NA,NA,54,NA
Bulgaria,total,2020-03-16,52,0,2,NA,NA,NA,NA,NA,NA,50,NA
Burkina Faso,total,2020-03-16,15,0,0,NA,NA,NA,NA,NA,NA,15,NA
Burma,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Cabo Verde,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Cambodia,total,2020-03-16,7,1,0,NA,NA,NA,NA,NA,NA,6,NA
Cameroon,total,2020-03-16,4,0,0,NA,NA,NA,NA,NA,NA,4,NA
Canada,Alberta,2020-03-16,56,0,0,NA,NA,NA,NA,NA,NA,56,NA
Canada,British Columbia,2020-03-16,103,0,4,NA,NA,NA,NA,NA,NA,99,NA
Canada,Diamond Princess,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Grand Princess,2020-03-16,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Canada,Manitoba,2020-03-16,7,0,0,NA,NA,NA,NA,NA,NA,7,NA
Canada,New Brunswick,2020-03-16,6,0,0,NA,NA,NA,NA,NA,NA,6,NA
Canada,Newfoundland and Labrador,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Canada,Northwest Territories,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Nova Scotia,2020-03-16,5,0,0,NA,NA,NA,NA,NA,NA,5,NA
Canada,Ontario,2020-03-16,177,0,0,NA,NA,NA,NA,NA,NA,177,NA
Canada,Prince Edward Island,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Canada,Quebec,2020-03-16,50,0,0,NA,NA,NA,NA,NA,NA,50,NA
Canada,Recovered,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Saskatchewan,2020-03-16,7,0,0,NA,NA,NA,NA,NA,NA,7,NA
Canada,Yukon,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Central African Republic,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Chad,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Chile,total,2020-03-16,155,0,0,NA,NA,NA,NA,NA,NA,155,NA
China,Anhui,2020-03-16,990,984,6,NA,NA,NA,NA,NA,NA,0,NA
China,Beijing,2020-03-16,452,360,8,NA,NA,NA,NA,NA,NA,84,NA
China,Chongqing,2020-03-16,576,570,6,NA,NA,NA,NA,NA,NA,0,NA
China,Fujian,2020-03-16,296,295,1,NA,NA,NA,NA,NA,NA,0,NA
China,Gansu,2020-03-16,133,91,2,NA,NA,NA,NA,NA,NA,40,NA
China,Guangdong,2020-03-16,1361,1306,8,NA,NA,NA,NA,NA,NA,47,NA
China,Guangxi,2020-03-16,252,248,2,NA,NA,NA,NA,NA,NA,2,NA
China,Guizhou,2020-03-16,146,144,2,NA,NA,NA,NA,NA,NA,0,NA
China,Hainan,2020-03-16,168,161,6,NA,NA,NA,NA,NA,NA,1,NA
China,Hebei,2020-03-16,318,310,6,NA,NA,NA,NA,NA,NA,2,NA
China,Heilongjiang,2020-03-16,482,455,13,NA,NA,NA,NA,NA,NA,14,NA
China,Henan,2020-03-16,1273,1250,22,NA,NA,NA,NA,NA,NA,1,NA
China,Hong Kong,2020-03-16,155,84,4,NA,NA,NA,NA,NA,NA,67,NA
China,Hubei,2020-03-16,67798,55142,3099,NA,NA,NA,NA,18,2975,9557,NA
China,Hunan,2020-03-16,1018,1014,4,NA,NA,NA,NA,NA,NA,0,NA
China,Inner Mongolia,2020-03-16,75,73,1,NA,NA,NA,NA,NA,NA,1,NA
China,Jiangsu,2020-03-16,631,631,0,NA,NA,NA,NA,NA,NA,0,NA
China,Jiangxi,2020-03-16,935,934,1,NA,NA,NA,NA,NA,NA,0,NA
China,Jilin,2020-03-16,93,92,1,NA,NA,NA,NA,NA,NA,0,NA
China,Liaoning,2020-03-16,125,115,1,NA,NA,NA,NA,NA,NA,9,NA
China,Macau,2020-03-16,11,10,0,NA,NA,NA,NA,NA,NA,1,NA
China,Ningxia,2020-03-16,75,75,0,NA,NA,NA,NA,NA,NA,0,NA
China,Qinghai,2020-03-16,18,18,0,NA,NA,NA,NA,NA,NA,0,NA
China,Shaanxi,2020-03-16,245,233,2,NA,NA,NA,NA,NA,NA,10,NA
China,Shandong,2020-03-16,760,746,7,NA,NA,NA,NA,NA,NA,7,NA
China,Shanghai,2020-03-16,355,325,3,NA,NA,NA,NA,NA,NA,27,NA
China,Shanxi,2020-03-16,133,133,0,NA,NA,NA,NA,NA,NA,0,NA
China,Sichuan,2020-03-16,539,516,3,NA,NA,NA,NA,NA,NA,20,NA
China,Tianjin,2020-03-16,136,133,3,NA,NA,NA,NA,NA,NA,0,NA
China,Tibet,2020-03-16,1,1,0,NA,NA,NA,NA,NA,NA,0,NA
China,Xinjiang,2020-03-16,76,73,3,NA,NA,NA,NA,NA,NA,0,NA
China,Yunnan,2020-03-16,176,172,2,NA,NA,NA,NA,NA,NA,2,NA
China,Zhejiang,2020-03-16,1231,1216,1,NA,NA,NA,NA,NA,NA,14,NA
Colombia,total,2020-03-16,54,0,0,NA,NA,NA,NA,NA,NA,54,NA
Congo (Brazzaville),total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Congo (Kinshasa),total,2020-03-16,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Costa Rica,total,2020-03-16,35,0,0,NA,NA,NA,NA,NA,NA,35,NA
Cote d'Ivoire,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Croatia,total,2020-03-16,57,2,0,NA,NA,NA,NA,NA,NA,55,NA
Cuba,total,2020-03-16,4,0,0,NA,NA,NA,NA,NA,NA,4,NA
Cyprus,total,2020-03-16,33,0,0,NA,NA,NA,NA,NA,NA,33,NA
Czechia,total,2020-03-16,298,3,0,NA,NA,NA,NA,NA,NA,295,NA
Denmark,total,2020-03-16,914,1,3,NA,NA,NA,NA,NA,NA,910,NA
Denmark,Faroe Islands,2020-03-16,18,0,0,NA,NA,NA,NA,NA,NA,18,NA
Denmark,Greenland,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Diamond Princess,total,2020-03-16,706,325,7,NA,NA,NA,NA,NA,NA,374,NA
Djibouti,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Dominica,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Dominican Republic,total,2020-03-16,11,0,0,NA,NA,NA,NA,NA,NA,11,NA
Ecuador,total,2020-03-16,37,0,2,NA,NA,NA,NA,NA,NA,35,NA
Egypt,total,2020-03-16,150,27,2,NA,NA,NA,NA,NA,NA,121,NA
El Salvador,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Equatorial Guinea,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Eritrea,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Estonia,total,2020-03-16,205,1,0,NA,NA,NA,NA,NA,NA,204,NA
Eswatini,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Ethiopia,total,2020-03-16,5,0,0,NA,NA,NA,NA,NA,NA,5,NA
Fiji,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Finland,total,2020-03-16,277,10,0,NA,NA,NA,NA,NA,NA,267,NA
France,total,2020-03-16,6633,12,148,NA,NA,NA,NA,NA,NA,6473,NA
France,French Guiana,2020-03-16,11,0,0,NA,NA,NA,NA,NA,NA,11,NA
France,French Polynesia,2020-03-16,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
France,Guadeloupe,2020-03-16,6,0,0,NA,NA,NA,NA,NA,NA,6,NA
France,Martinique,2020-03-16,15,0,1,NA,NA,NA,NA,NA,NA,14,NA
France,Mayotte,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
France,New Caledonia,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,Reunion,2020-03-16,9,0,0,NA,NA,NA,NA,NA,NA,9,NA
France,Saint Barthelemy,2020-03-16,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
France,St Martin,2020-03-16,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Gabon,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Gambia,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Georgia,total,2020-03-16,33,1,0,NA,NA,NA,NA,NA,NA,32,NA
Germany,total,2020-03-16,7272,67,17,NA,NA,NA,NA,NA,NA,7188,NA
Ghana,total,2020-03-16,6,0,0,NA,NA,NA,NA,NA,NA,6,NA
Greece,total,2020-03-16,331,8,4,NA,NA,NA,NA,NA,NA,319,NA
Grenada,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Guatemala,total,2020-03-16,2,0,1,NA,NA,NA,NA,NA,NA,1,NA
Guinea,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Guinea-Bissau,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Guyana,total,2020-03-16,4,0,1,NA,NA,NA,NA,NA,NA,3,NA
Haiti,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Holy See,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Honduras,total,2020-03-16,6,0,0,NA,NA,NA,NA,NA,NA,6,NA
Hungary,total,2020-03-16,39,1,1,NA,NA,NA,NA,NA,NA,37,NA
Iceland,total,2020-03-16,180,8,5,NA,NA,NA,NA,NA,NA,167,NA
India,total,2020-03-16,119,13,2,NA,NA,NA,NA,NA,NA,104,NA
Indonesia,total,2020-03-16,134,8,5,NA,NA,NA,NA,NA,NA,121,NA
Iran,total,2020-03-16,14991,4590,853,NA,NA,NA,NA,NA,NA,9548,NA
Iraq,total,2020-03-16,124,26,10,NA,NA,NA,NA,NA,NA,88,NA
Ireland,total,2020-03-16,169,0,2,NA,NA,NA,NA,NA,NA,167,NA
Israel,total,2020-03-16,218,4,0,NA,NA,NA,NA,NA,NA,214,NA
Jamaica,total,2020-03-16,10,2,0,NA,NA,NA,NA,NA,NA,8,NA
Japan,total,2020-03-16,839,144,27,NA,NA,NA,NA,NA,NA,668,NA
Jordan,total,2020-03-16,17,1,0,NA,NA,NA,NA,NA,NA,16,NA
Kazakhstan,total,2020-03-16,10,0,0,NA,NA,NA,NA,NA,NA,10,NA
Kenya,total,2020-03-16,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
"Korea, South",total,2020-03-16,8236,1137,75,NA,NA,NA,NA,NA,NA,7024,NA
Kosovo,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Kuwait,total,2020-03-16,123,9,0,NA,NA,NA,NA,NA,NA,114,NA
Kyrgyzstan,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Laos,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Latvia,total,2020-03-16,34,1,0,NA,NA,NA,NA,NA,NA,33,NA
Lebanon,total,2020-03-16,110,1,3,NA,NA,NA,NA,NA,NA,106,NA
Liberia,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Libya,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Liechtenstein,total,2020-03-16,4,0,0,NA,NA,NA,NA,NA,NA,4,NA
Lithuania,total,2020-03-16,17,1,0,NA,NA,NA,NA,NA,NA,16,NA
Luxembourg,total,2020-03-16,77,0,1,NA,NA,NA,NA,NA,NA,76,NA
Madagascar,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Malaysia,total,2020-03-16,566,42,0,NA,NA,NA,NA,NA,NA,524,NA
Maldives,total,2020-03-16,13,0,0,NA,NA,NA,NA,NA,NA,13,NA
Mali,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Malta,total,2020-03-16,30,2,0,NA,NA,NA,NA,NA,NA,28,NA
Mauritania,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Mauritius,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Mexico,total,2020-03-16,53,4,0,NA,NA,NA,NA,NA,NA,49,NA
Moldova,total,2020-03-16,23,0,0,NA,NA,NA,NA,NA,NA,23,NA
Monaco,total,2020-03-16,7,0,0,NA,NA,NA,NA,NA,NA,7,NA
Mongolia,total,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Montenegro,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Morocco,total,2020-03-16,29,1,1,NA,NA,NA,NA,NA,NA,27,NA
Mozambique,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
MS Zaandam,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Namibia,total,2020-03-16,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Nepal,total,2020-03-16,1,1,0,NA,NA,NA,NA,NA,NA,0,NA
Netherlands,total,2020-03-16,1413,2,24,NA,NA,NA,NA,NA,NA,1387,NA
Netherlands,Aruba,2020-03-16,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Netherlands,Curacao,2020-03-16,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Netherlands,Sint Maarten,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
New Zealand,total,2020-03-16,8,0,0,NA,NA,NA,NA,NA,NA,8,NA
Nicaragua,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Niger,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Nigeria,total,2020-03-16,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
North Macedonia,total,2020-03-16,18,1,0,NA,NA,NA,NA,NA,NA,17,NA
Norway,total,2020-03-16,1333,1,3,NA,NA,NA,NA,NA,NA,1329,NA
Oman,total,2020-03-16,22,9,0,NA,NA,NA,NA,NA,NA,13,NA
Pakistan,total,2020-03-16,136,2,0,NA,NA,NA,NA,NA,NA,134,NA
Panama,total,2020-03-16,55,0,1,NA,NA,NA,NA,NA,NA,54,NA
Papua New Guinea,total,2020-03-16,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Paraguay,total,2020-03-16,8,0,0,NA,NA,NA,NA,NA,NA,8,NA
Peru,total,2020-03-16,86,0,0,NA,NA,NA,NA,NA,NA,86,NA
Philippines,total,2020-03-16,142,2,12,NA,NA,NA,NA,NA,NA,128,NA
Poland,total,2020-03-16,177,13,4,NA,NA,NA,NA,NA,NA,160,NA
Portugal,total,2020-03-16,331,3,0,NA,NA,NA,NA,NA,NA,328,NA
